"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"60626","Tacoma","WA","USA","$110K - $130K","M","Partial High School","M",3
"94682","Chula Vista","CA","USA","$10K - $30K","F","Bachelors Degree","S",2
"90682","Berkeley","CA","USA","$70K - $90K","M","Partial College","S",3
"95778","Berkeley","CA","USA","$10K - $30K","F","Partial High School","M",0
"60215","Salem","OR","USA","$110K - $130K","M","High School Degree","M",4
"40380","Haney","BC","Canada","$70K - $90K","M","Bachelors Degree","S",5
"45010","Burlingame","CA","USA","$30K - $50K","F","Partial High School","S",4
"64044","Long Beach","CA","USA","$30K - $50K","M","Graduate Degree","S",2
"34836","Woodburn","OR","USA","$130K - $150K","M","Bachelors Degree","M",0
"20032","Oakland","CA","USA","$130K - $150K","M","High School Degree","S",4
"55985","Issaquah","WA","USA","$90K - $110K","M","Bachelors Degree","M",2
"73432","Yakima","WA","USA","$130K - $150K","M","Bachelors Degree","S",4
"94572","Santa Monica","CA","USA","$50K - $70K","M","High School Degree","S",4
"25976","Arcadia","CA","USA","$90K - $110K","M","Graduate Degree","S",3
"93252","Woodburn","OR","USA","$110K - $130K","M","Partial College","S",4
"49640","Fremont","CA","USA","$10K - $30K","M","High School Degree","S",2
"83078","Spring Valley","CA","USA","$70K - $90K","F","Partial College","S",4
"56282","Salem","OR","USA","$110K - $130K","F","High School Degree","M",2
"52282","Lynnwood","WA","USA","$30K - $50K","F","Graduate Degree","M",3
"91938","Concord","CA","USA","$10K - $30K","M","High School Degree","M",4
"49915","Woodland Hills","CA","USA","$70K - $90K","M","Graduate Degree","M",1
"37882","Metchosin","BC","Canada","$30K - $50K","M","Partial College","M",5
"34710","Burbank","CA","USA","$130K - $150K","M","Partial College","M",4
"53744","Spokane","WA","USA","$130K - $150K","F","Partial High School","S",5
"24537","Chula Vista","CA","USA","$110K - $130K","M","Partial College","M",3
"97322","Yakima","WA","USA","$110K - $130K","F","Bachelors Degree","M",4
"45685","Renton","WA","USA","$70K - $90K","F","Bachelors Degree","M",4
"96042","Guadalajara","Jalisco","Mexico","$110K - $130K","F","Graduate Degree","S",1
"98157","Newport Beach","CA","USA","$110K - $130K","F","Partial High School","S",5
"88383","Woodland Hills","CA","USA","$10K - $30K","F","High School Degree","M",4
"56660","Sedro Wooley","WA","USA","$30K - $50K","F","Partial College","S",3
"39341","Redwood City","CA","USA","$70K - $90K","M","Graduate Degree","S",4
"72778","Shawnee","BC","Canada","$130K - $150K","F","Graduate Degree","M",4
"94328","Fremont","CA","USA","$70K - $90K","F","High School Degree","M",4
"93927","Torrance","CA","USA","$90K - $110K","F","Graduate Degree","S",3
"81638","Torrance","CA","USA","$90K - $110K","M","Bachelors Degree","S",4
"98079","San Carlos","CA","USA","$90K - $110K","F","High School Degree","M",4
"51952","Port Orchard","WA","USA","$50K - $70K","F","Partial College","M",3
"56582","Camacho","Zacatecas","Mexico","$150K +","M","Partial High School","S",4
"75616","Colma","CA","USA","$150K +","F","Partial College","M",5
"46408","Burbank","CA","USA","$110K - $130K","F","Bachelors Degree","M",1
"31604","Santa Monica","CA","USA","$110K - $130K","M","Bachelors Degree","M",1
"93849","La Jolla","CA","USA","$70K - $90K","F","Partial College","M",1
"18915","Lebanon","OR","USA","$110K - $130K","M","High School Degree","M",1
"21030","Redmond","WA","USA","$110K - $130K","F","High School Degree","S",3
"37548","Portland","OR","USA","$10K - $30K","F","Partial College","M",1
"58252","La Mesa","CA","USA","$30K - $50K","F","High School Degree","S",5
"87505","Tacoma","WA","USA","$70K - $90K","M","Partial High School","M",2
"94650","W. Linn","OR","USA","$150K +","F","Bachelors Degree","S",5
"43493","Coronado","CA","USA","$90K - $110K","F","Bachelors Degree","S",5
"16800","Daly City","CA","USA","$10K - $30K","M","Graduate Degree","S",1
"30803","Daly City","CA","USA","$90K - $110K","M","Partial College","S",0
"69272","Grossmont","CA","USA","$30K - $50K","F","Bachelors Degree","S",4
"89682","Newport Beach","CA","USA","$150K +","M","Bachelors Degree","M",1
"21606","Mill Valley","CA","USA","$70K - $90K","M","Partial High School","S",2
"40640","Burlingame","CA","USA","$70K - $90K","M","High School Degree","M",1
"11432","Kirkland","WA","USA","$30K - $50K","F","High School Degree","S",1
"95626","Daly City","CA","USA","$30K - $50K","F","Partial High School","M",1
"32580","Spring Valley","CA","USA","$30K - $50K","M","Partial College","M",4
"82937","Bellflower","CA","USA","$30K - $50K","M","High School Degree","S",3
"85052","San Francisco","CA","USA","$130K - $150K","F","Bachelors Degree","M",3
"25724","Lynnwood","WA","USA","$30K - $50K","F","Bachelors Degree","S",0
"69847","Haney","BC","Canada","$50K - $70K","F","High School Degree","S",1
"26236","Downey","CA","USA","$130K - $150K","M","High School Degree","S",1
"59673","La Mesa","CA","USA","$150K +","M","Partial College","S",2
"81223","Beverly Hills","CA","USA","$90K - $110K","M","High School Degree","M",4
"80822","Oak Bay","BC","Canada","$10K - $30K","F","Partial High School","M",0
"68533","Corvalis","OR","USA","$90K - $110K","M","Partial College","S",3
"34295","Puyallup","WA","USA","$30K - $50K","F","Partial College","S",1
"87167","Ballard","WA","USA","$150K +","F","High School Degree","S",2
"43767","Port Orchard","WA","USA","$70K - $90K","F","High School Degree","M",1
"62801","Los Angeles","CA","USA","$70K - $90K","F","High School Degree","M",3
"59886","Orizaba","Veracruz","Mexico","$30K - $50K","F","Bachelors Degree","S",2
"45081","Vancouver","BC","Canada","$50K - $70K","M","Partial College","S",0
"81034","N. Vancouver","BC","Canada","$50K - $70K","F","Graduate Degree","S",2
"32392","Acapulco","Guerrero","Mexico","$50K - $70K","M","High School Degree","S",0
"34507","Edmonds","WA","USA","$70K - $90K","F","Partial College","M",4
"24734","Puyallup","WA","USA","$110K - $130K","M","High School Degree","M",5
"92009","Metchosin","BC","Canada","$110K - $130K","M","Partial College","S",1
"74690","Santa Cruz","CA","USA","$50K - $70K","F","Partial College","S",2
"91282","Issaquah","WA","USA","$70K - $90K","M","Partial College","S",3
"30678","Downey","CA","USA","$10K - $30K","F","High School Degree","S",1
"30277","Everett","WA","USA","$70K - $90K","M","Partial College","S",5
"17988","Everett","WA","USA","$30K - $50K","F","Bachelors Degree","M",2
"56457","Oregon City","OR","USA","$90K - $110K","M","Partial High School","S",1
"36622","Tlaxiaco","Oaxaca","Mexico","$130K - $150K","M","Partial College","M",0
"41252","Orizaba","Veracruz","Mexico","$50K - $70K","M","Partial College","M",3
"52792","La Cruz","Sinaloa","Mexico","$50K - $70K","F","Bachelors Degree","S",4
"23584","Altadena","CA","USA","$10K - $30K","M","Partial College","M",2
"87802","Concord","CA","USA","$50K - $70K","F","Graduate Degree","M",3
"44733","Tlaxiaco","Oaxaca","Mexico","$10K - $30K","F","Graduate Degree","M",5
"95090","Corvalis","OR","USA","$50K - $70K","M","Bachelors Degree","S",2
"97205","El Cajon","CA","USA","$30K - $50K","M","Graduate Degree","M",4
"14724","Redmond","WA","USA","$70K - $90K","F","Partial College","S",3
"82000","Coronado","CA","USA","$90K - $110K","F","Bachelors Degree","S",4
"38388","Marysville","WA","USA","$30K - $50K","M","Partial High School","M",3
"71826","Kirkland","WA","USA","$30K - $50K","F","Graduate Degree","M",3
"20668","Corvalis","OR","USA","$130K - $150K","F","Partial College","M",4
"92975","Acapulco","Guerrero","Mexico","$50K - $70K","F","Partial College","S",3
"79792","Acapulco","Guerrero","Mexico","$150K +","F","Bachelors Degree","S",3
"46447","Imperial Beach","CA","USA","$70K - $90K","F","High School Degree","M",3
"99319","Lakewood","CA","USA","$50K - $70K","M","Partial College","S",2
"31243","Richmond","CA","USA","$130K - $150K","M","High School Degree","M",4
"50277","Santa Cruz","CA","USA","$110K - $130K","F","Partial College","S",4
"72038","West Covina","CA","USA","$90K - $110K","F","Bachelors Degree","M",0
"57234","La Cruz","Sinaloa","Mexico","$110K - $130K","M","Graduate Degree","M",2
"93187","Lemon Grove","CA","USA","$90K - $110K","F","Partial College","M",1
"44545","San Gabriel","CA","USA","$110K - $130K","M","Partial College","M",0
"46659","Tixapan","DF","Mexico","$90K - $110K","M","High School Degree","S",4
"63178","Santa Fe","DF","Mexico","$130K - $150K","M","Partial College","S",1
"51632","Richmond","BC","Canada","$130K - $150K","F","Partial College","S",4
"86842","Bellflower","CA","USA","$30K - $50K","M","Bachelors Degree","M",3
"21281","San Diego","CA","USA","$50K - $70K","F","High School Degree","S",4
"42830","San Carlos","CA","USA","$130K - $150K","M","Bachelors Degree","M",4
"42430","Beaverton","OR","USA","$50K - $70K","M","Bachelors Degree","S",0
"30141","Beaverton","OR","USA","$150K +","M","Partial College","S",0
"94901","Glendale","CA","USA","$70K - $90K","M","Graduate Degree","S",4
"48774","El Cajon","CA","USA","$50K - $70K","M","Bachelors Degree","M",1
"53405","Burien","WA","USA","$10K - $30K","M","Partial High School","S",2
"72439","Santa Anita","DF","Mexico","$150K +","F","Partial High School","M",0
"88446","Ballard","WA","USA","$70K - $90K","M","Partial High School","S",1
"73642","N. Vancouver","BC","Canada","$130K - $150K","F","High School Degree","S",5
"10596","Newton","BC","Canada","$110K - $130K","M","Partial College","M",4
"60953","Merida","Yucatan","Mexico","$130K - $150K","M","Partial High School","S",2
"63067","Everett","WA","USA","$110K - $130K","F","Partial High School","M",5
"53294","Edmonds","WA","USA","$50K - $70K","F","Partial High School","M",1
"21571","Renton","WA","USA","$70K - $90K","M","Partial College","M",3
"42512","Mill Valley","CA","USA","$110K - $130K","M","Partial College","S",1
"11397","Redmond","WA","USA","$10K - $30K","F","Graduate Degree","M",4
"59238","Lakewood","CA","USA","$70K - $90K","M","Bachelors Degree","S",2
"58838","Anacortes","WA","USA","$130K - $150K","M","Bachelors Degree","S",2
"46549","Anacortes","WA","USA","$70K - $90K","F","High School Degree","M",1
"85017","Milwaukie","OR","USA","$30K - $50K","M","Partial High School","M",3
"65182","Acapulco","Guerrero","Mexico","$130K - $150K","M","Graduate Degree","M",4
"69813","Long Beach","CA","USA","$30K - $50K","M","High School Degree","M",5
"88847","Burbank","CA","USA","$30K - $50K","F","High School Degree","M",3
"59639","Burien","WA","USA","$130K - $150K","F","Graduate Degree","S",2
"95804","Novato","CA","USA","$130K - $150K","M","Bachelors Degree","M",1
"32758","Merida","Yucatan","Mexico","$110K - $130K","F","Bachelors Degree","S",2
"83114","Langley","BC","Canada","$130K - $150K","F","High School Degree","S",4
"85229","Lemon Grove","CA","USA","$150K +","F","Bachelors Degree","S",5
"27492","Spring Valley","CA","USA","$50K - $70K","M","High School Degree","M",0
"70025","La Jolla","CA","USA","$70K - $90K","F","Partial College","M",1
"26413","San Andres","DF","Mexico","$110K - $130K","F","Partial College","M",4
"50050","Bremerton","WA","USA","$110K - $130K","F","Bachelors Degree","M",3
"47134","N. Vancouver","BC","Canada","$30K - $50K","M","Bachelors Degree","M",4
"32330","Milwaukie","OR","USA","$70K - $90K","M","Bachelors Degree","M",3
"68283","Santa Monica","CA","USA","$50K - $70K","F","High School Degree","S",2
"19641","Walla Walla","WA","USA","$70K - $90K","F","Bachelors Degree","S",1
"21755","Richmond","CA","USA","$50K - $70K","M","High School Degree","S",1
"11982","Mill Valley","CA","USA","$130K - $150K","M","High School Degree","M",3
"79258","Camacho","Zacatecas","Mexico","$150K +","F","Partial High School","M",1
"35646","Royal Oak","BC","Canada","$50K - $70K","F","Partial High School","M",4
"42792","Everett","WA","USA","$110K - $130K","F","Graduate Degree","S",5
"90633","Salem","OR","USA","$30K - $50K","F","Bachelors Degree","M",1
"90233","Beverly Hills","CA","USA","$90K - $110K","M","Partial College","S",2
"77944","Concord","CA","USA","$30K - $50K","F","Graduate Degree","M",5
"17413","La Jolla","CA","USA","$130K - $150K","F","Partial High School","S",3
"96577","Metchosin","BC","Canada","$70K - $90K","M","Bachelors Degree","M",4
"22082","Burbank","CA","USA","$50K - $70K","F","Bachelors Degree","S",3
"21242","Downey","CA","USA","$30K - $50K","M","Partial College","S",1
"91034","Anacortes","WA","USA","$150K +","F","Partial College","M",4
"76229","Beverly Hills","CA","USA","$130K - $150K","F","Graduate Degree","M",2
"13183","Daly City","CA","USA","$110K - $130K","F","High School Degree","S",5
"99370","Langley","BC","Canada","$50K - $70K","M","Graduate Degree","S",1
"96454","San Diego","CA","USA","$10K - $30K","M","Partial College","M",0
"81650","Edmonds","WA","USA","$150K +","F","High School Degree","S",3
"18604","Beaverton","OR","USA","$10K - $30K","M","Partial College","M",0
"68961","San Andres","DF","Mexico","$110K - $130K","M","Bachelors Degree","S",4
"71076","El Cajon","CA","USA","$110K - $130K","M","High School Degree","S",2
"61302","Seattle","WA","USA","$10K - $30K","M","Graduate Degree","S",3
"29579","Berkeley","CA","USA","$30K - $50K","M","High School Degree","S",4
"12260","Everett","WA","USA","$110K - $130K","M","Partial High School","M",0
"90497","Woodland Hills","CA","USA","$130K - $150K","M","Partial College","S",4
"13047","Port Hammon","BC","Canada","$70K - $90K","F","High School Degree","S",2
"12647","Imperial Beach","CA","USA","$130K - $150K","F","Bachelors Degree","S",0
"99357","Chula Vista","CA","USA","$70K - $90K","F","Bachelors Degree","M",2
"38827","Santa Anita","DF","Mexico","$130K - $150K","M","Bachelors Degree","S",4
"18992","Albany","OR","USA","$130K - $150K","M","Partial College","S",3
"23622","Ballard","WA","USA","$50K - $70K","M","High School Degree","M",2
"42656","Hidalgo","Zacatecas","Mexico","$50K - $70K","F","Bachelors Degree","S",3
"13448","West Covina","CA","USA","$30K - $50K","M","High School Degree","M",1
"97643","Torrance","CA","USA","$50K - $70K","F","Bachelors Degree","M",3
"34597","Santa Cruz","CA","USA","$30K - $50K","F","Bachelors Degree","M",4
"84953","Sedro Wooley","WA","USA","$70K - $90K","M","Bachelors Degree","M",1
"87068","Camacho","Zacatecas","Mexico","$30K - $50K","M","Bachelors Degree","M",3
"45882","La Cruz","Sinaloa","Mexico","$70K - $90K","F","Partial College","M",3
"71864","Seattle","WA","USA","$90K - $110K","F","Partial High School","S",0
"28252","Burnaby","BC","Canada","$30K - $50K","F","Partial College","S",0
"61690","Renton","WA","USA","$50K - $70K","M","High School Degree","S",5
"10948","Everett","WA","USA","$130K - $150K","M","Bachelors Degree","M",1
"83254","Hidalgo","Zacatecas","Mexico","$50K - $70K","M","Graduate Degree","M",4
"97257","Orizaba","Veracruz","Mexico","$150K +","M","Partial High School","M",5
"36727","Burbank","CA","USA","$110K - $130K","F","Partial College","M",0
"89599","Newton","BC","Canada","$110K - $130K","F","Bachelors Degree","M",4
"21522","Renton","WA","USA","$30K - $50K","M","High School Degree","M",5
"40556","Bellingham","WA","USA","$30K - $50K","F","Bachelors Degree","S",5
"11348","Oak Bay","BC","Canada","$130K - $150K","M","High School Degree","S",2
"95543","Beaverton","OR","USA","$30K - $50K","F","High School Degree","S",4
"32497","Arcadia","CA","USA","$130K - $150K","M","Partial High School","S",3
"82854","Richmond","BC","Canada","$30K - $50K","F","Bachelors Degree","S",3
"84968","Oakland","CA","USA","$150K +","M","Bachelors Degree","M",1
"24882","Santa Cruz","CA","USA","$50K - $70K","M","Graduate Degree","S",3
"43472","Downey","CA","USA","$90K - $110K","M","Bachelors Degree","M",1
"26152","Salem","OR","USA","$50K - $70K","F","High School Degree","S",1
"59590","Seattle","WA","USA","$70K - $90K","F","Partial College","S",4
"51617","Glendale","CA","USA","$10K - $30K","F","Bachelors Degree","M",4
"51217","Bellingham","WA","USA","$70K - $90K","M","Bachelors Degree","S",1
"38928","Port Orchard","WA","USA","$10K - $30K","F","Partial College","M",5
"46892","Lake Oswego","OR","USA","$90K - $110K","M","Bachelors Degree","S",4
"57562","Merida","Yucatan","Mexico","$70K - $90K","F","Bachelors Degree","M",1
"62192","Tacoma","WA","USA","$30K - $50K","M","Graduate Degree","S",2
"81226","Lincoln Acres","CA","USA","$30K - $50K","M","Partial High School","M",5
"78310","Daly City","CA","USA","$90K - $110K","M","Graduate Degree","S",1
"63506","Tixapan","DF","Mexico","$130K - $150K","M","Partial College","M",4
"99459","Westminster","BC","Canada","$90K - $110K","F","Graduate Degree","S",1
"50816","Portland","OR","USA","$50K - $70K","F","Partial College","M",4
"52931","La Mesa","CA","USA","$10K - $30K","M","High School Degree","S",1
"43158","Chula Vista","CA","USA","$90K - $110K","M","High School Degree","M",2
"11435","Los Angeles","CA","USA","$110K - $130K","M","Bachelors Degree","M",4
"93114","Bremerton","WA","USA","$10K - $30K","F","Bachelors Degree","M",2
"12612","Torrance","CA","USA","$70K - $90K","F","Partial High School","M",5
"49102","Langley","BC","Canada","$110K - $130K","M","Bachelors Degree","S",3
"47377","National City","CA","USA","$30K - $50K","M","Partial College","S",3
"35088","National City","CA","USA","$130K - $150K","F","Partial High School","M",0
"73556","Cliffside","BC","Canada","$90K - $110K","M","Graduate Degree","M",2
"53721","W. Linn","OR","USA","$30K - $50K","M","Bachelors Degree","M",3
"58352","El Cajon","CA","USA","$130K - $150K","M","Bachelors Degree","S",2
"77386","Issaquah","WA","USA","$130K - $150K","M","Bachelors Degree","M",5
"48178","Tacoma","WA","USA","$150K +","F","High School Degree","M",4
"33374","Burbank","CA","USA","$150K +","F","Partial High School","M",3
"69327","Berkeley","CA","USA","$110K - $130K","M","High School Degree","S",4
"20684","Metchosin","BC","Canada","$150K +","F","Bachelors Degree","M",1
"22799","Salem","OR","USA","$30K - $50K","F","Partial College","S",4
"39318","Hidalgo","Zacatecas","Mexico","$50K - $70K","M","High School Degree","M",5
"75942","Burlingame","CA","USA","$70K - $90K","M","Partial College","S",1
"62982","Coronado","CA","USA","$110K - $130K","F","High School Degree","S",2
"96420","N. Vancouver","BC","Canada","$30K - $50K","M","Partial College","S",3
"18970","Shawnee","BC","Canada","$70K - $90K","F","Graduate Degree","S",5
"18569","Santa Monica","CA","USA","$130K - $150K","M","Partial College","S",5
"51081","Ballard","WA","USA","$130K - $150K","F","Bachelors Degree","S",2
"16842","Bellingham","WA","USA","$90K - $110K","F","Partial College","M",4
"69714","Lemon Grove","CA","USA","$50K - $70K","F","Partial High School","M",3
"16372","Woodburn","OR","USA","$10K - $30K","F","Bachelors Degree","S",5
"20671","Cliffside","BC","Canada","$150K +","M","High School Degree","M",1
"90462","El Cajon","CA","USA","$110K - $130K","F","Graduate Degree","S",4
"75658","Burnaby","BC","Canada","$110K - $130K","M","High School Degree","S",1
"12612","Bremerton","WA","USA","$70K - $90K","M","Partial College","S",2
"62969","San Diego","CA","USA","$110K - $130K","F","High School Degree","S",3
"65084","Woodland Hills","CA","USA","$130K - $150K","M","Graduate Degree","M",4
"55310","Lake Oswego","OR","USA","$30K - $50K","F","Partial College","S",3
"23587","Marysville","WA","USA","$30K - $50K","M","Partial College","S",2
"62682","Long Beach","CA","USA","$70K - $90K","F","Partial High School","M",3
"39705","Spring Valley","CA","USA","$10K - $30K","F","Partial High School","M",3
"61254","San Gabriel","CA","USA","$90K - $110K","F","High School Degree","M",4
"60854","Lynnwood","WA","USA","$110K - $130K","F","Partial College","S",3
"46660","Lynnwood","WA","USA","$110K - $130K","F","Partial College","S",3
"12422","Pomona","CA","USA","$30K - $50K","F","High School Degree","M",4
"65294","Orizaba","Veracruz","Mexico","$110K - $130K","M","Partial College","S",2
"69924","Marysville","WA","USA","$90K - $110K","M","Partial High School","S",4
"88958","Spokane","WA","USA","$70K - $90K","M","Partial College","M",4
"59750","Santa Anita","DF","Mexico","$30K - $50K","F","Partial College","M",5
"44946","Metchosin","BC","Canada","$30K - $50K","M","Bachelors Degree","M",1
"81922","Walla Walla","WA","USA","$150K +","F","Partial College","M",1
"32257","Ballard","WA","USA","$30K - $50K","M","Partial College","M",0
"34371","National City","CA","USA","$110K - $130K","F","High School Degree","S",2
"50890","La Mesa","CA","USA","$150K +","F","Partial High School","M",4
"19167","Santa Anita","DF","Mexico","$10K - $30K","M","Graduate Degree","M",1
"18472","Burien","WA","USA","$70K - $90K","F","Graduate Degree","S",1
"89932","Bellflower","CA","USA","$110K - $130K","F","Partial College","S",4
"56834","Westminster","BC","Canada","$70K - $90K","F","Bachelors Degree","S",4
"30142","San Diego","CA","USA","$110K - $130K","M","Bachelors Degree","S",0
"44145","Victoria","BC","Canada","$70K - $90K","F","Partial College","S",0
"37372","Sooke","BC","Canada","$130K - $150K","M","Partial College","S",4
"56609","Richmond","CA","USA","$110K - $130K","M","Bachelors Degree","M",1
"87531","Chula Vista","CA","USA","$50K - $70K","M","Partial High School","S",1
"75662","Seattle","WA","USA","$30K - $50K","F","Partial High School","M",0
"77357","Everett","WA","USA","$50K - $70K","M","Partial High School","S",5
"62553","Santa Monica","CA","USA","$50K - $70K","F","High School Degree","M",5
"98506","La Jolla","CA","USA","$50K - $70K","M","Partial College","M",3
"49864","Lebanon","OR","USA","$50K - $70K","M","Partial High School","S",2
"51979","Redmond","WA","USA","$70K - $90K","F","Partial High School","M",5
"68497","Portland","OR","USA","$110K - $130K","F","Partial High School","M",1
"36774","Santa Cruz","CA","USA","$130K - $150K","M","Partial College","S",3
"92162","Vancouver","BC","Canada","$70K - $90K","M","Partial College","S",1
"26600","Milwaukie","OR","USA","$70K - $90K","M","Graduate Degree","M",2
"48150","Langford","BC","Canada","$30K - $50K","F","Bachelors Degree","M",2
"47749","Concord","CA","USA","$90K - $110K","M","Partial College","S",2
"35460","Grossmont","CA","USA","$30K - $50K","F","Graduate Degree","M",1
"12222","Lynnwood","WA","USA","$150K +","M","Partial High School","S",3
"52479","National City","CA","USA","$130K - $150K","M","Bachelors Degree","M",3
"57109","W. Linn","OR","USA","$70K - $90K","M","Bachelors Degree","S",2
"76143","Royal Oak","BC","Canada","$50K - $70K","M","Bachelors Degree","S",0
"73227","Chula Vista","CA","USA","$10K - $30K","M","Partial College","S",5
"58423","Yakima","WA","USA","$10K - $30K","F","High School Degree","M",2
"94376","Renton","WA","USA","$30K - $50K","M","High School Degree","S",5
"45734","Guadalajara","Jalisco","Mexico","$10K - $30K","F","Bachelors Degree","M",2
"47849","Newport Beach","CA","USA","$30K - $50K","M","Graduate Degree","M",2
"38075","Pomona","CA","USA","$70K - $90K","F","Bachelors Degree","S",1
"63522","Anacortes","WA","USA","$90K - $110K","F","Partial High School","M",2
"88031","El Cajon","CA","USA","$30K - $50K","M","Graduate Degree","M",1
"22470","Shawnee","BC","Canada","$50K - $70K","F","High School Degree","M",2
"44019","Beverly Hills","CA","USA","$150K +","M","Bachelors Degree","M",4
"43619","Albany","OR","USA","$70K - $90K","M","High School Degree","M",4
"31330","Corvalis","OR","USA","$150K +","M","Partial College","S",1
"69798","Torrance","CA","USA","$70K - $90K","F","High School Degree","M",1
"49964","Redmond","WA","USA","$50K - $70K","F","Bachelors Degree","M",2
"79561","Port Orchard","WA","USA","$130K - $150K","F","Partial College","M",4
"98595","Marysville","WA","USA","$110K - $130K","F","High School Degree","M",1
"69387","Cliffside","BC","Canada","$90K - $110K","M","Partial College","M",3
"54583","Royal Oak","BC","Canada","$110K - $130K","M","High School Degree","M",0
"90536","Tacoma","WA","USA","$90K - $110K","M","Graduate Degree","S",1
"41894","Spring Valley","CA","USA","$130K - $150K","F","High School Degree","S",2
"44009","Corvalis","OR","USA","$50K - $70K","F","High School Degree","S",1
"60527","Richmond","CA","USA","$90K - $110K","M","Partial College","S",5
"28804","Orizaba","Veracruz","Mexico","$110K - $130K","F","Bachelors Degree","M",4
"84191","Port Hammon","BC","Canada","$50K - $70K","F","Partial College","S",0
"18630","Anacortes","WA","USA","$50K - $70K","M","Partial High School","M",5
"66471","Puyallup","WA","USA","$150K +","M","Graduate Degree","M",3
"39779","Daly City","CA","USA","$70K - $90K","F","High School Degree","S",0
"53782","Tlaxiaco","Oaxaca","Mexico","$150K +","M","High School Degree","S",2
"92250","Grossmont","CA","USA","$70K - $90K","M","Bachelors Degree","S",2
"46123","Newport Beach","CA","USA","$50K - $70K","M","Graduate Degree","S",0
"77046","Oakland","CA","USA","$130K - $150K","F","Partial College","M",2
"15589","Novato","CA","USA","$110K - $130K","F","Bachelors Degree","S",2
"85380","Kirkland","WA","USA","$90K - $110K","M","Partial High School","S",3
"70576","Redwood City","CA","USA","$130K - $150K","F","Partial College","S",3
"75302","Acapulco","Guerrero","Mexico","$110K - $130K","M","High School Degree","S",4
"57886","Oregon City","OR","USA","$130K - $150K","F","Partial High School","S",5
"60001","Spring Valley","CA","USA","$110K - $130K","F","Partial High School","S",2
"76520","Grossmont","CA","USA","$10K - $30K","F","Partial High School","M",4
"18504","Richmond","CA","USA","$70K - $90K","M","Graduate Degree","M",3
"11852","Santa Anita","DF","Mexico","$110K - $130K","M","High School Degree","S",3
"34623","Pomona","CA","USA","$130K - $150K","M","Graduate Degree","M",1
"56172","N. Vancouver","BC","Canada","$70K - $90K","M","Partial High School","S",1
"55771","Chula Vista","CA","USA","$130K - $150K","M","Partial High School","M",2
"43483","Lemon Grove","CA","USA","$70K - $90K","M","Graduate Degree","S",1
"92442","Tixapan","DF","Mexico","$130K - $150K","M","Partial College","M",3
"62116","Corvalis","OR","USA","$70K - $90K","F","Partial College","M",1
"66746","Richmond","BC","Canada","$30K - $50K","M","Bachelors Degree","S",0
"11168","Spring Valley","CA","USA","$30K - $50K","M","Graduate Degree","S",5
"82532","Berkeley","CA","USA","$110K - $130K","M","Graduate Degree","S",4
"92447","Guadalajara","Jalisco","Mexico","$130K - $150K","M","Bachelors Degree","M",4
"29401","Ladner","BC","Canada","$110K - $130K","F","Partial College","S",2
"79758","Camacho","Zacatecas","Mexico","$130K - $150K","F","Graduate Degree","S",1
"81873","Marysville","WA","USA","$110K - $130K","F","Partial College","S",1
"72100","Olympia","WA","USA","$50K - $70K","M","High School Degree","M",4
"40376","Burien","WA","USA","$70K - $90K","F","High School Degree","M",1
"23057","San Jose","CA","USA","$110K - $130K","F","High School Degree","S",4
"30202","Ballard","WA","USA","$30K - $50K","F","Partial College","S",0
"78044","Corvalis","OR","USA","$90K - $110K","M","High School Degree","M",4
"77643","Langley","BC","Canada","$150K +","F","Partial High School","M",0
"65354","Langley","BC","Canada","$90K - $110K","M","Partial College","S",2
"48242","Sedro Wooley","WA","USA","$50K - $70K","M","Bachelors Degree","S",1
"83988","Burlingame","CA","USA","$150K +","F","High School Degree","S",2
"88618","Royal Oak","BC","Canada","$110K - $130K","F","Graduate Degree","S",3
"86532","Shawnee","BC","Canada","$90K - $110K","M","Partial College","S",1
"22630","Seattle","WA","USA","$70K - $90K","F","Partial College","M",4
"78262","Langley","BC","Canada","$50K - $70K","F","Partial High School","M",2
"43779","Bellingham","WA","USA","$30K - $50K","F","High School Degree","S",0
"94136","Mill Valley","CA","USA","$70K - $90K","F","Partial College","M",2
"96251","Lake Oswego","OR","USA","$70K - $90K","M","Partial High School","S",3
"13770","Beaverton","OR","USA","$30K - $50K","F","Bachelors Degree","S",2
"81046","Issaquah","WA","USA","$50K - $70K","F","High School Degree","M",3
"37435","Langley","BC","Canada","$90K - $110K","F","Partial College","M",4
"70872","Lynnwood","WA","USA","$150K +","F","Partial College","S",4
"92421","Edmonds","WA","USA","$50K - $70K","F","High School Degree","M",2
"92021","Camacho","Zacatecas","Mexico","$110K - $130K","F","Bachelors Degree","S",2
"79732","San Andres","DF","Mexico","$90K - $110K","F","Graduate Degree","M",2
"45494","Chula Vista","CA","USA","$10K - $30K","M","Bachelors Degree","S",4
"98366","Bellflower","CA","USA","$110K - $130K","F","Bachelors Degree","M",1
"30289","Vancouver","BC","Canada","$70K - $90K","M","Partial College","M",5
"49323","San Jose","CA","USA","$70K - $90K","M","High School Degree","M",1
"20115","Newport Beach","CA","USA","$30K - $50K","F","Partial College","M",4
"30278","Acapulco","Guerrero","Mexico","$30K - $50K","M","Partial High School","M",0
"66231","Hidalgo","Zacatecas","Mexico","$10K - $30K","F","Partial High School","S",1
"17589","Lake Oswego","OR","USA","$50K - $70K","M","Partial College","M",4
